filename,std,ci,mos,num_ratings,count_1,count_2,count_3,count_4,count_5,type
static/images/500px_cc0/medium/100327907_some_days_in_winter.jpg,1.0923979738782625,0.450919721402542,2.88,25,4,3,11,6,1,click
static/images/500px_cc0/medium/1003502191_Flat_lay_of_business_concept.jpg,1.099766414293465,0.4755746603069033,2.869565217391304,23,2,7,8,4,2,click
static/images/500px_cc0/medium/1011015162_Anemone-.jpg,0.9780933834080806,0.40373710543076413,2.96,25,1,7,11,4,2,click
static/images/500px_cc0/medium/1011015165_Anemone-.jpg,1.1447029429446782,0.4274391036605998,2.0,30,14,6,7,2,1,click
static/images/500px_cc0/medium/1011015217_Anemone-.jpg,0.8885233166386385,0.4158417126268814,2.5,20,2,9,6,3,0,click
static/images/500px_cc0/medium/1011015218_Anemone-.jpg,1.1670067531530235,0.5312151051796321,2.8095238095238093,21,3,6,5,6,1,click
"static/images/500px_cc0/medium/1023277564_Montauk_Point_Lighthouse,_Montauk_Point_State_Park,_New_York.jpg",0.8106434833777775,0.3690004896049164,3.5714285714285716,21,0,2,7,10,2,click
static/images/500px_cc0/medium/1026890271_Reclining_Naiad_1819-1824_by_.jpg,1.1668212637211672,0.5173395661728102,3.1363636363636362,22,3,2,8,7,2,click
static/images/500px_cc0/medium/1026975700_http_www.metmuseum.org_art_collection_search_247994.jpg,1.3769908845391445,0.6105235557325512,2.909090909090909,22,5,4,3,8,2,click
static/images/500px_cc0/medium/107140907_Tagetes.jpg,1.0,0.4324324275827536,3.0,23,1,6,10,4,2,click
static/images/500px_cc0/medium/107284033_Center_parcs.jpg,1.1772701101619383,0.5674260297824314,3.0526315789473686,19,3,2,6,7,1,click
static/images/500px_cc0/medium/107515765_Tomato_blossom.jpg,1.0660035817780522,0.472639510165378,3.227272727272727,22,0,7,6,6,3,click
static/images/500px_cc0/medium/111241589_Tagetes.jpg,0.8340576562282991,0.36067357702678504,3.8260869565217392,23,0,1,7,10,5,click
static/images/500px_cc0/medium/112540029_2-Euro.jpg,1.4236104336041748,0.5876375052468599,3.12,25,4,6,3,7,5,click
static/images/500px_cc0/medium/112540127_something_with_alot_of_legs.jpg,1.293257367998745,0.6233300985697019,2.6842105263157894,19,4,5,5,3,2,click
static/images/500px_cc0/medium/116213163_Tagetes.jpg,0.9793568220757114,0.3592309825409541,3.3225806451612905,31,2,1,17,7,4,click
static/images/500px_cc0/medium/122238161_something.jpg,1.0202966681339751,0.39562974622472713,1.8214285714285714,28,14,8,3,3,0,click
static/images/500px_cc0/medium/130002295_Sea_view.jpg,1.137298242963249,0.4499002009086672,3.7037037037037037,27,1,3,7,8,8,click
static/images/500px_cc0/medium/130002297_Island.jpg,0.812727700887249,0.3803682725117634,4.15,20,0,0,5,7,8,click
static/images/500px_cc0/medium/130002299_People.jpg,0.806225774829855,0.429607390344827,2.375,16,3,4,9,0,0,click
static/images/500px_cc0/medium/130002301_Boats.jpg,1.2207876886032072,0.4477885393409018,3.096774193548387,31,5,2,13,7,4,click
static/images/500px_cc0/medium/130002303_Boat.jpg,1.16619037896906,0.48137972914773597,3.12,25,1,9,4,8,3,click
static/images/500px_cc0/medium/130002305_Sea.jpg,0.9966610925150704,0.41140147905449287,3.92,25,0,3,4,10,8,click
static/images/500px_cc0/medium/130002307_IPhone.jpg,1.2399795994751788,0.5362073883541423,1.9130434782608696,23,12,6,1,3,1,click
static/images/500px_cc0/medium/130002537_Park.jpg,0.9000000000000001,0.3715017410930437,2.68,25,3,6,12,4,0,click
static/images/500px_cc0/medium/130002571_View.jpg,1.1291110551632089,0.5006197963655279,3.6818181818181817,22,1,2,6,7,6,click
static/images/500px_cc0/medium/130002607_Sky.jpg,0.9774377808252633,0.3947956635900063,3.3461538461538463,26,1,4,8,11,2,click
static/images/500px_cc0/medium/130002695_Sparks.jpg,1.1821033884786183,0.5532414156857839,3.15,20,2,4,5,7,2,click
static/images/500px_cc0/medium/130002717_Shoes.jpg,1.0267088458424103,0.40615249243300955,2.8518518518518516,27,2,8,11,4,2,click
static/images/500px_cc0/medium/130002917_Watch.jpg,0.9612370197756298,0.4633014132467492,2.4210526315789473,19,3,8,5,3,0,click
static/images/500px_cc0/medium/130002939_Relaxing.jpg,1.1293194051465598,0.4768697621480764,2.8333333333333335,24,3,6,9,4,2,click
static/images/500px_cc0/medium/130002959_Extreme_biker.jpg,1.2448212048052414,0.42761104503264313,3.5428571428571427,35,3,4,8,11,9,click
static/images/500px_cc0/medium/130003073_Old_plane.jpg,0.936733876686023,0.40507410429434065,3.1739130434782608,23,2,1,12,7,1,click
static/images/500px_cc0/medium/130003187_Barman.jpg,1.083205120618128,0.4471250980783723,2.44,25,5,9,7,3,1,click
static/images/500px_cc0/medium/130003227_Small_bird.jpg,1.2440333788202984,0.5662772048160927,3.619047619047619,21,0,6,3,5,7,click
static/images/500px_cc0/medium/130003289_Day_at_sea.jpg,1.0667385033281394,0.405765625919265,3.9310344827586206,29,1,1,8,8,11,click
static/images/500px_cc0/medium/131139407_Free_Stock_Photos.jpg,0.7334928056269079,0.35353221574070415,4.2631578947368425,19,0,0,3,8,8,click
static/images/500px_cc0/medium/135558441_Pizza.jpg,1.3067792306552617,0.506716087137117,2.3214285714285716,28,9,9,5,2,3,click
static/images/500px_cc0/medium/139228225_Sunset-PicLiberum.com_0001.jpg,1.184551415235307,0.51223844408679,3.6956521739130435,23,2,1,5,9,6,click
static/images/500px_cc0/medium/139228681_Leaf-PicLiberum.com_0003.jpg,0.8728715609439694,0.3870095692490292,4.0,22,0,1,5,9,7,click
static/images/500px_cc0/medium/139228685_Icy-PicLiberum.com_0005.jpg,1.1470786693528088,0.5528742211160422,3.736842105263158,19,1,1,6,5,6,click
static/images/500px_cc0/medium/139253069_Bridge-PicLiberum_com_0007.jpg,0.7924797748513127,0.28571942735690725,4.21875,32,0,1,4,14,13,click
static/images/500px_cc0/medium/139253071_Shroom-PicLiberum_com_0008.jpg,0.8944271909999159,0.4071383760709406,4.0,21,0,1,5,8,7,click
static/images/500px_cc0/medium/139398055_Mermaid-PicLiberum_com_0010.jpg,1.0535653752852738,0.43489041252647254,3.88,25,0,4,3,10,8,click
static/images/500px_cc0/medium/139398057_Snow-PicLiberum_com_0011.jpg,0.999093792292346,0.4218803085494134,4.041666666666667,24,0,3,2,10,9,click
static/images/500px_cc0/medium/139933905_Tall-PicLiberum_com_0014.jpg,0.833549755446665,0.36957525738858976,4.136363636363637,22,0,1,3,10,8,click
static/images/500px_cc0/medium/140186005_Buildings-PicLiberum_com_0016.jpg,1.1406736446663277,0.4044652872272614,3.6363636363636362,33,0,7,8,8,10,click
static/images/500px_cc0/medium/146001191_Sarlos_baberpafrany_Cyrtomium_falcatum_House_holly-fern_or_Japanese_holly_fern.jpg,0.9740215340114143,0.3853100860327836,3.888888888888889,27,1,2,2,16,6,click
static/images/500px_cc0/medium/146064559_Viktoria.jpg,0.7510676161988107,0.29711245358422467,2.4444444444444446,27,3,10,13,1,0,click
static/images/500px_cc0/medium/147598739_ivy_on_fence.jpg,0.8617697249402124,0.44308110742016593,2.6470588235294117,17,1,7,6,3,0,click
static/images/500px_cc0/medium/148674963_How_could_a_wise_man_sincerely_believe_that_the_formless_Existence_is_affected_by_forms?.jpg,1.0891943072637766,0.3580092600998497,2.0526315789473686,38,18,3,14,3,0,click
static/images/500px_cc0/medium/148674963_How_could_a_wise_man_sincerely_believe_that_the_formless_Existence_is_affected_by_forms_.jpg,1.0885523582075138,0.3992842285586562,3.4193548387096775,31,1,4,14,5,7,click
static/images/500px_cc0/medium/149163029_Pygmy_Iris_Apro_noszirom_Iris_pumila.jpg,0.8590062502052809,0.3398115550958827,3.259259259259259,27,1,2,15,7,2,click
static/images/500px_cc0/medium/151440493_Mark.jpg,0.9464847243000456,0.5043461088720433,2.3125,16,4,4,7,1,0,click
static/images/500px_cc0/medium/154312333_Defocused_focusing.jpg,0.8870412083230169,0.4151480645832959,2.55,20,2,8,7,3,0,click
static/images/500px_cc0/medium/159785189_Retouch_Lake.jpg,0.8997354108424375,0.49825686281662107,4.333333333333333,15,0,1,1,5,8,click
static/images/500px_cc0/medium/160438281_Mom_picking_lavender.jpg,1.1106836784693623,0.4393718298441889,3.185185185185185,27,1,7,9,6,4,click
static/images/500px_cc0/medium/162077443_Sunset.jpg,0.7838233761296739,0.38978619477461507,4.444444444444445,18,0,0,3,4,11,click
static/images/500px_cc0/medium/162876571_among_the_reeds.jpg,0.9393364366277243,0.4829622305541075,2.588235294117647,17,2,6,6,3,0,click
static/images/500px_cc0/medium/163075841_train_yourself_to_see_god_in_everything.jpg,0.7998161553463028,0.4112275212127763,3.4705882352941178,17,0,2,6,8,1,click
static/images/500px_cc0/medium/164175291_pylon_in_the_clouds.jpg,1.1244411127720089,0.41987321193217486,2.6666666666666665,30,5,8,11,4,2,click
static/images/500px_cc0/medium/168899139_Giant_Universe.jpg,1.2150922908825972,0.5130884753246119,3.7916666666666665,24,2,2,2,11,7,click
static/images/500px_cc0/medium/170149583_1_1_=_3.jpg,0.8660254037844386,0.35747771704080566,2.4,25,3,11,10,0,1,click
static/images/500px_cc0/medium/172478803_Keresztespok_Cross_Orbweaver.jpg,1.4433756729740643,0.5957961950680097,3.0,25,5,6,2,8,4,click
static/images/500px_cc0/medium/173224175_Bird_on_a_branch.jpg,1.219499687240422,0.4824180092532262,3.2222222222222223,27,2,7,5,9,4,click
static/images/500px_cc0/medium/174489205_Keresztespok_Cross_Orbweaver.jpg,0.9591211706105854,0.42525050385901464,2.590909090909091,22,3,7,8,4,0,click
